,Ingredient,Trade_Name,Price
1832,CEFIXIME,CEFIXIME,8
1833,CELECOXIB,CELEBREX,27
1837,CELECOXIB,CELECOXIB,15
1911,MYCOPHENOLATE MOFETIL,CELLCEPT,8
1912,METHSUXIMIDE,CELONTIN,16
1914,PRAZEPAM,CENTRAX,28
1917,CEPHALEXIN,CEPHALEXIN,14
1961,CEPHRADINE,CEPHRADINE,15
1969,ELIGLUSTAT TARTRATE,CERDELGA,21
1970,NABILONE,CESAMET,1
1971,CETIRIZINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE ALLERGY,12
1976,CETIRIZINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE HIVES RELIEF,3
1979,CEVIMELINE HYDROCHLORIDE,CEVIMELINE HYDROCHLORIDE,21
1983,SUCCIMER,CHEMET,29
1984,CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZACHEL,13
1987,CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,17
2051,CHLOROTRIANISENE,CHLOROTRIANISENE,7
2052,CHOLIC ACID,CHOLBAM,23
2054,QUINIDINE SULFATE,CIN-QUIN,23
2056,RESCINNAMINE,CINNASIL,29
2057,CINOXACIN,CINOBAC,2
2059,CINOXACIN,CINOXACIN,14
2061,CITALOPRAM HYDROBROMIDE,CITALOPRAM HYDROBROMIDE,6
2064,ISOTRETINOIN,CLARAVIS,30
2068,LORATADINE,CLARITIN,29
2069,CLINDAMYCIN HYDROCHLORIDE,CLEOCIN,16
2071,CLINDAMYCIN HYDROCHLORIDE,CLEOCIN HYDROCHLORIDE,17
2074,CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,22
2098,CLOFIBRATE,CLOFIBRATE,20
2103,CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,4
2148,CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,8
2181,TRIENTINE HYDROCHLORIDE,CLOVIQUE,22
2182,CLOXACILLIN SODIUM,CLOXACILLIN SODIUM,25
2186,CLOXACILLIN SODIUM,CLOXAPEN,8
2190,ACETAMINOPHEN; HYDROCODONE BITARTRATE,CO-GESIC,17
2191,ACETAMINOPHEN; ASPIRIN; CODEINE PHOSPHATE,"CODEINE, ASPIRIN, APAP FORMULA NO. 2",2
2192,ACETAMINOPHEN; ASPIRIN; CODEINE PHOSPHATE,"CODEINE, ASPIRIN, APAP FORMULA NO. 3",14
2193,ACETAMINOPHEN; ASPIRIN; CODEINE PHOSPHATE,"CODEINE, ASPIRIN, APAP FORMULA NO. 4",11
2194,TACRINE HYDROCHLORIDE,COGNEX,18
2198,BALSALAZIDE DISODIUM,COLAZAL,29
2199,COLCHICINE,COLCHICINE,26
2200,CABOZANTINIB S-MALATE,COMETRIQ,14
2202,ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE,COMPOUND 65,30
2203,DUVELISIB,COPIKTRA,22
2205,ISAVUCONAZONIUM SULFATE,CRESEMBA,3
2206,INDINAVIR SULFATE,CRIXIVAN,20
2210,PENICILLAMINE,CUPRIMINE,4
2212,TETRACYCLINE HYDROCHLORIDE,CYCLOPAR,15
2217,CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE,28
2225,CYCLOSPORINE,CYCLOSPORINE,18
2237,CYSTEAMINE BITARTRATE,CYSTAGON,10
2239,GANCICLOVIR,CYTOVENE,21
2241,DABIGATRAN ETEXILATE MESYLATE,DABIGATRAN ETEXILATE MESYLATE,3
2243,FLURAZEPAM HYDROCHLORIDE,DALMANE,12
2245,DANAZOL,DANAZOL,11
2252,DANAZOL,DANOCRINE,2
2255,DANTROLENE SODIUM,DANTRIUM,27
2258,DANTROLENE SODIUM,DANTROLENE SODIUM,11
2264,PROPOXYPHENE HYDROCHLORIDE,DARVON,8
2266,ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE,DARVON COMPOUND,1
2267,ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE,DARVON COMPOUND-65,3
2268,ASPIRIN; PROPOXYPHENE HYDROCHLORIDE,DARVON W/ ASA,24
2269,ASPIRIN; PROPOXYPHENE NAPSYLATE,DARVON-N W/ ASA,17
2270,DEMECLOCYCLINE HYDROCHLORIDE,DECLOMYCIN,7
2271,VITAMIN A PALMITATE,DEL-VI-A,25
2272,AMPHETAMINE ADIPATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE ADIPATE; DEXTROAMPHETAMINE SULFATE,DELCOBESE,30
2276,ERGOCALCIFEROL,DELTALIN,6
2277,METYROSINE,DEMSER,27
2278,VALPROIC ACID,DEPAKENE,29
2279,DEXTROAMPHETAMINE SULFATE,DEXAMPEX,9
2280,DEXTROMETHORPHAN HYDROBROMIDE; QUINIDINE SULFATE,DEXTROMETHORPHAN HYDROBROMIDE AND QUINIDINE SULFATE,20
2281,ACETAMINOPHEN; CAFFEINE; DIHYDROCODEINE BITARTRATE,DHC PLUS,17
2282,STIRIPENTOL,DIACOMIT,12
2284,PHENOXYBENZAMINE HYDROCHLORIDE,DIBENZYLINE,9
2285,DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,15
2287,DICLOXACILLIN SODIUM,DICLOXACILLIN SODIUM,8
2292,DICUMAROL,DICUMAROL,2
2294,DICYCLOMINE HYDROCHLORIDE,DICYCLOMINE HYDROCHLORIDE,28
2301,PHENYTOIN SODIUM,DILANTIN,30
2303,VALSARTAN,DIOVAN,26
2305,OLSALAZINE SODIUM,DIPENTUM,15
2306,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,3
2363,ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE,DIPHENOXYLATE HYDROCHLORIDE W/ ATROPINE SULFATE,25
2364,PHENYTOIN SODIUM,DIPHENYLAN SODIUM,9
2384,DOFETILIDE,DOFETILDE,27
2387,DOFETILIDE,DOFETILIDE,21
2411,PROPOXYPHENE HYDROCHLORIDE,DOLENE,30
2412,LEVODOPA,DOPAR,12
2415,GLUTETHIMIDE,DORIDEN,6
2416,DOXEPIN HYDROCHLORIDE,DOXEPIN HYDROCHLORIDE,2
2489,DOXERCALCIFEROL,DOXERCALCIFEROL,18
2495,DOXYCYCLINE HYCLATE,DOXY-LEMMON,5
2497,DOXYCYCLINE,DOXYCYCLINE,18
2567,ERGOCALCIFEROL,DRISDOL,23
2568,DRONABINOL,DRONABINOL,15
2583,HYDROXYUREA,DROXIA,18
2586,CEFADROXIL/CEFADROXIL HEMIHYDRATE,DURICEF,18
2588,DUTASTERIDE,DUTASTERIDE,23
2607,DUTASTERIDE; TAMSULOSIN HYDROCHLORIDE,DUTASTERIDE AND TAMSULOSIN HYDROCHLORIDE,22
2610,HYDROCHLOROTHIAZIDE; TRIAMTERENE,DYAZIDE,9
2612,DICLOXACILLIN SODIUM,DYCILL,2
2616,MINOCYCLINE HYDROCHLORIDE,DYNACIN,17
2619,ISRADIPINE,DYNACIRC,22
2621,TRIAMTERENE,DYRENIUM,27
2623,EFAVIRENZ,EFAVIRENZ,28
2626,SELEGILINE HYDROCHLORIDE,ELDEPRYL,5
2627,THEOPHYLLINE,ELIXOPHYLLIN,7
2629,PENTOSAN POLYSULFATE SODIUM,ELMIRON,28
2630,ESTRAMUSTINE PHOSPHATE SODIUM,EMCYT,16
2631,APREPITANT,EMEND,22
2634,EMTRICITABINE,EMTRICITABINE,29
2635,EMTRICITABINE,EMTRIVA,26
2636,ALVIMOPAN,ENTEREG,24
2637,BUDESONIDE,ENTOCORT EC,17
2638,OMEGA-3-CARBOXYLIC ACIDS,EPANOVA,22
2639,MEPROBAMATE,EQUANIL,28
2640,ERGOCALCIFEROL,ERGOCALCIFEROL,18
2645,VISMODEGIB,ERIVEDGE,21
2646,ERYTHROMYCIN ESTOLATE,ERYTHROMYCIN ESTOLATE,11
2650,PIRFENIDONE,ESBRIET,10
2651,ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE,3
2654,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ESGIC-PLUS,10
2655,LITHIUM CARBONATE,ESKALITH,20
2656,ETHCHLORVYNOL,ETHCHLORVYNOL,3
2660,ETHOSUXIMIDE,ETHOSUXIMIDE,22
2665,ETODOLAC,ETODOLAC,15
2686,ETOPOSIDE,ETOPOSIDE,23
2687,FLUTAMIDE,EULEXIN,3
2688,CEVIMELINE HYDROCHLORIDE,EVOXAC,21
2689,RIVASTIGMINE TARTRATE,EXELON,27
2693,PHENYTOIN SODIUM,EXTENDED PHENYTOIN SODIUM,22
2704,ROSUVASTATIN CALCIUM,EZALLOR,20
2708,PANOBINOSTAT LACTATE,FARYDAK,11
2711,PHENTERMINE HYDROCHLORIDE,FASTIN,17
2712,PIROXICAM,FELDENE,9
2714,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,FEMCET,20
2715,FENOFIBRATE,FENOFIBRATE,16
2717,FENOFIBRATE,FENOFIBRATE (MICRONIZED),2
2753,FENOPROFEN CALCIUM,FENOPROFEN CALCIUM,29
2769,FEXOFENADINE HYDROCHLORIDE,FEXOFENADINE HYDROCHLORIDE,6
2770,FINGOLIMOD HYDROCHLORIDE,FINGOLIMOD HYDROCHLORIDE,5
2773,ACETAMINOPHEN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE,FIORICET W/ CODEINE,16
2774,ASPIRIN; BUTALBITAL; CAFFEINE,FIORINAL,22
2775,ASPIRIN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE,FIORINAL W/CODEINE,2
2776,METRONIDAZOLE,FLAGYL,5
2777,TAMSULOSIN HYDROCHLORIDE,FLOMAX,21
2778,FLUCYTOSINE,FLUCYTOSINE,21
2786,FLUOXETINE HYDROCHLORIDE,FLUOXETINE,13
2850,FLURAZEPAM HYDROCHLORIDE,FLURAZEPAM HYDROCHLORIDE,5
2874,FLUTAMIDE,FLUTAMIDE,20
2879,FLUVASTATIN SODIUM,FLUVASTATIN SODIUM,25
2883,FERROUS SULFATE; FOLIC ACID,FOLVRON,3
2884,SAQUINAVIR,FORTOVASE,7
2885,GABAPENTIN,GABAPENTIN,20
2954,MIGALASTAT HYDROCHLORIDE,GALAFOLD,9
2955,ZINC ACETATE,GALZIN,27
2957,GANCICLOVIR,GANCICLOVIR,15
2959,CROMOLYN SODIUM,GASTROCROM,25
2960,GEMFIBROZIL,GEMFIBROZIL,16
2962,CYCLOSPORINE,GENGRAF,23
2965,ZIPRASIDONE HYDROCHLORIDE,GEODON,24
2969,FINGOLIMOD HYDROCHLORIDE,GILENYA,2
2971,IMATINIB MESYLATE,GLEEVEC,13
2973,LOMUSTINE,GLEOSTINE,27
2977,"GRISEOFULVIN, MICROCRYSTALLINE",GRISACTIN,1
2979,DOXERCALCIFEROL,HECTOROL,18
2982,TASIMELTEON,HETLIOZ,28
2983,ALTRETAMINE,HEXALEN,27
2984,PAROMOMYCIN SULFATE,HUMATIN,14
2986,HYDROXYZINE PAMOATE,"HY-PAM ""25""",27
2987,TOPOTECAN HYDROCHLORIDE,HYCAMTIN,23
2989,ERGOLOID MESYLATES,HYDERGINE LC,10
2990,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,HYDRA-ZIDE,13
2993,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,HYDRALAZINE HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,21
3001,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,HYDRALAZINE HYDROCHLORIDE W/ HYDROCHLOROTHIAZIDE 100/50,6
3002,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,HYDRALAZINE HYDROCHLORIDE W/ HYDROCHLOROTHIAZIDE 25/25,20
3003,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,HYDRALAZINE HYDROCHLORIDE W/ HYDROCHLOROTHIAZIDE 50/50,10
3004,HYDROXYUREA,HYDREA,4
3005,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,25
3018,ACETAMINOPHEN; HYDROCODONE BITARTRATE,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,28
3025,HYDROXYUREA,HYDROXYUREA,23
3032,HYDROXYZINE PAMOATE,HYDROXYZINE PAMOATE,6
3068,TERAZOSIN HYDROCHLORIDE,HYTRIN,26
3072,PALBOCICLIB,IBRANCE,6
3075,IBUPROFEN,IBUPROFEN,9
3085,DIPHENHYDRAMINE HYDROCHLORIDE; IBUPROFEN,IBUPROFEN AND DIPHENHYDRAMINE HYDROCHLORIDE,24
3088,IBUPROFEN; PSEUDOEPHEDRINE HYDROCHLORIDE,IBUPROFEN AND PSEUDOEPHEDRINE HYDROCHLORIDE,19
3089,ERYTHROMYCIN ESTOLATE,ILOSONE,27
3091,IBRUTINIB,IMBRUVICA,9
3093,IMIPRAMINE PAMOATE,IMIPRAMINE PAMOATE,6
3105,LOPERAMIDE HYDROCHLORIDE,IMODIUM,11
3107,MILTEFOSINE,IMPAVIDO,13
3108,INDOMETHACIN,INDO-LEMMON,8
3110,INDOMETHACIN,INDOCIN,23
3167,VALBENAZINE TOSYLATE,INGREZZA,13
3169,FEDRATINIB HYDROCHLORIDE,INREBIC,8
3170,SAQUINAVIR MESYLATE,INVIRASE,3
3171,SODIUM IODIDE I-131,IODOTOPE,23
3173,ISOTRETINOIN,ISOTRETINOIN,26
3177,ISRADIPINE,ISRADIPINE,28
3181,ITRACONAZOLE,ITRACONAZOLE,25
3192,DUTASTERIDE; TAMSULOSIN HYDROCHLORIDE,JALYN,13
3193,TESTOSTERONE UNDECANOATE,JATENZO,12
3196,LOMITAPIDE MESYLATE,JUXTAPID,16
3202,CEPHALOGLYCIN,KAFOCIN,26
3203,LOPINAVIR; RITONAVIR,KALETRA,1
3204,KANAMYCIN SULFATE,KANTREX,27
3207,CEPHALEXIN,KEFLEX,5
3211,PROPOXYPHENE HYDROCHLORIDE,KESSO-GESIC,16
3222,CLOFAZIMINE,LAMPRENE,7
3224,ASPIRIN; BUTALBITAL; CAFFEINE,LANORINAL,21
3225,DIGOXIN,LANOXICAPS,7
3229,LEVODOPA,LARODOPA,10
3232,LENVATINIB MESYLATE,LENVIMA,22
3234,FLUVASTATIN SODIUM,LESCOL,16
3236,CHLORDIAZEPOXIDE HYDROCHLORIDE; CLIDINIUM BROMIDE,LIBRAX,22
3237,CHLORDIAZEPOXIDE HYDROCHLORIDE,LIBRIUM,16
3243,LINCOMYCIN HYDROCHLORIDE,LINCOCIN,8
3245,LINACLOTIDE,LINZESS,30
3248,FENOFIBRATE,LIPIDIL,4
3249,FENOFIBRATE,LIPOFEN,12
3252,LITHIUM CARBONATE,LITHIUM CARBONATE,22
3274,LITHIUM CARBONATE,LITHONATE,16
3275,ETODOLAC,LODINE,30
3277,LOPERAMIDE HYDROCHLORIDE,LOPERAMIDE HYDROCHLORIDE,5
3284,GEMFIBROZIL,LOPID,11
3286,CHLORTHALIDONE; METOPROLOL TARTRATE,LOPRESSIDONE,11
3288,LORACARBEF,LORABID,7
3290,LORATADINE,LORATADINE,22
3293,ACETAMINOPHEN; HYDROCODONE BITARTRATE,LORCET-HD,3
3294,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,LOTREL,16
3300,OMEGA-3-ACID ETHYL ESTERS,LOVAZA,29
3301,LOXAPINE SUCCINATE,LOXAPINE SUCCINATE,3
3317,LOXAPINE SUCCINATE,LOXITANE,16
3321,CHLORDIAZEPOXIDE HYDROCHLORIDE,LYGEN,7
3324,OLAPARIB,LYNPARZA,14
3325,PREGABALIN,LYRICA,14
3333,"NITROFURANTOIN; NITROFURANTOIN, MACROCRYSTALLINE",MACROBID,27
3334,"NITROFURANTOIN, MACROCRYSTALLINE",MACRODANTIN,19
3337,DRONABINOL,MARINOL,12
3340,PROCARBAZINE HYDROCHLORIDE,MATULANE,3
3341,MECLOFENAMATE SODIUM,MECLODIUM,23
3343,MECLOFENAMATE SODIUM,MECLOFENAMATE SODIUM,21
3363,MECLOFENAMATE SODIUM,MECLOMEN,19
3365,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,MEDIGESIC PLUS,13
3366,MEFENAMIC ACID,MEFENAMIC ACID,30
3370,SIBUTRAMINE HYDROCHLORIDE,MERIDIA,24
3373,METHOXSALEN,METHOXSALEN,30
3376,METHYLTESTOSTERONE,METHYLTESTOSTERONE,19
3378,METYRAPONE,METOPIRONE,20
3379,METRONIDAZOLE,METRONIDAZOLE,7
3382,MEXILETINE HYDROCHLORIDE,MEXILETINE HYDROCHLORIDE,7
3394,MEXILETINE HYDROCHLORIDE,MEXITIL,10
3397,HYDROCHLOROTHIAZIDE,MICROZIDE,30
3398,IBUPROFEN,MIDOL,18
3400,IBUPROFEN,MIDOL LIQUID GELS,4
3401,MIGLUSTAT,MIGLUSTAT,24
3402,PHENSUXIMIDE,MILONTIN,23
3403,PRAZOSIN HYDROCHLORIDE,MINIPRESS,29
3406,POLYTHIAZIDE; PRAZOSIN HYDROCHLORIDE,MINIZIDE,28
3409,MINOCYCLINE HYDROCHLORIDE,MINOCIN,21
3414,MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE HYDROCHLORIDE,9
3432,COLCHICINE,MITIGARE,1
3433,MOLINDONE HYDROCHLORIDE,MOBAN,18
3436,TRILOSTANE,MODRASTANE,3
3438,DOXYCYCLINE,MONODOX,20
3441,RIFABUTIN,MYCOBUTIN,6
3442,MYCOPHENOLATE MOFETIL,MYCOPHENOLATE MOFETIL,10
3456,ISOTRETINOIN,MYORISAN,7
3460,FENOPROFEN CALCIUM,NALFON,6
3463,NAPROXEN SODIUM,NAPROXEN SODIUM,19
3466,THIOTHIXENE,NAVANE,30
3471,PENTOBARBITAL SODIUM,NEMBUTAL SODIUM,28
3474,CYCLOSPORINE,NEORAL,17
3477,GABAPENTIN,NEURONTIN,3
3480,NICARDIPINE HYDROCHLORIDE,NICARDIPINE HYDROCHLORIDE,27
3490,NIFEDIPINE,NIFEDIPINE,9
3500,NIMODIPINE,NIMODIPINE,25
3505,NIMODIPINE,NIMOTOP,26
3506,IXAZOMIB CITRATE,NINLARO,16
3509,NITISINONE,NITISINONE,30
3512,"NITROFURANTOIN, MACROCRYSTALLINE",NITROFURANTOIN,11
3530,NITROFURANTOIN,NITROFURANTOIN,9
3535,"NITROFURANTOIN; NITROFURANTOIN, MACROCRYSTALLINE",NITROFURANTOIN (MONOHYDRATE/MACROCRYSTALS),5
3541,"NITROFURANTOIN, MACROCRYSTALLINE",NITROFURANTOIN MACROCRYSTALLINE,16
3543,NIZATIDINE,NIZATIDINE,21
3561,METHYPRYLON,NOLUDAR,19
3562,DISOPYRAMIDE PHOSPHATE,NORPACE,29
3564,DROXIDOPA,NORTHERA,28
3567,NORTRIPTYLINE HYDROCHLORIDE,NORTRIPTYLINE HYDROCHLORIDE,4
3595,RITONAVIR,NORVIR,6
3597,LEVOPROPOXYPHENE NAPSYLATE ANHYDROUS,NOVRAD,7
3599,DEXTROMETHORPHAN HYDROBROMIDE; QUINIDINE SULFATE,NUEDEXTA,11
3600,PIMAVANSERIN TARTRATE,NUPLAZID,19
3601,PHENTERMINE HYDROCHLORIDE,OBESTIN-30,28
3602,PHENTERMINE HYDROCHLORIDE,OBY-TRIM,15
3603,SONIDEGIB PHOSPHATE,ODOMZO,12
3604,NINTEDANIB ESYLATE,OFEV,30
3606,FLUOXETINE HYDROCHLORIDE; OLANZAPINE,OLANZAPINE AND FLUOXETINE HYDROCHLORIDE,3
3621,SIMEPREVIR SODIUM,OLYSIO,21
3622,OMEGA-3-ACID ETHYL ESTERS,OMEGA-3-ACID ETHYL ESTERS,2
3632,OMEPRAZOLE; SODIUM BICARBONATE,OMEPRAZOLE AND SODIUM BICARBONATE,23
3649,CEFDINIR,OMNICEF,12
3650,AMPICILLIN/AMPICILLIN TRIHYDRATE,OMNIPEN (AMPICILLIN),22
3652,OMEGA-3-ACID ETHYL ESTERS TYPE A,OMTRYG,29
3653,PHENTERMINE HYDROCHLORIDE,ONA-MAST,19
3655,DOXYCYCLINE,ORACEA,25
3656,IPODATE SODIUM,ORAGRAFIN SODIUM,15
3657,NITISINONE,ORFADIN,26
3661,KETOPROFEN,ORUDIS,23
3664,OSELTAMIVIR PHOSPHATE,OSELTAMIVIR PHOSPHATE,28
3691,OXACILLIN SODIUM,OXACILLIN SODIUM,7
3695,OXAZEPAM,OXAZEPAM,30
3716,METHOXSALEN,OXSORALEN-ULTRA,5
3717,OXYTETRACYCLINE HYDROCHLORIDE,OXY-KESSO-TETRA,17
3718,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE,OXYCODONE AND ACETAMINOPHEN,10
3727,OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE,11
3733,OXYTETRACYCLINE HYDROCHLORIDE,OXYTETRACYCLINE HYDROCHLORIDE,26
3737,NORTRIPTYLINE HYDROCHLORIDE,PAMELOR,21
3741,TETRACYCLINE HYDROCHLORIDE,PANMYCIN,7
3742,PARAMETHADIONE,PARADIONE,1
3744,PARICALCITOL,PARICALCITOL,15
3768,BROMOCRIPTINE MESYLATE,PARLODEL,7
3769,PAROMOMYCIN SULFATE,PAROMOMYCIN SULFATE,3
3771,PAROXETINE MESYLATE,PAROXETINE MESYLATE,2
3773,POTASSIUM AMINOSALICYLATE,PASKALIUM,12
3774,DICLOXACILLIN SODIUM,PATHOCIL,4
3776,PAROXETINE HYDROCHLORIDE,PAXIL,29
3780,AMPICILLIN/AMPICILLIN TRIHYDRATE,PENBRITIN,29
3782,PENICILLAMINE,PENICILLAMINE,1
3785,PENTOBARBITAL SODIUM,PENTOBARBITAL SODIUM,17
3789,POTASSIUM PERCHLORATE,PERCHLORACAP,18
3790,DOXYCYCLINE HYCLATE,PERIOSTAT,5
3791,DESIPRAMINE HYDROCHLORIDE,PERTOFRANE,11
3793,AMPICILLIN/AMPICILLIN TRIHYDRATE,PFIZERPEN-A,27
3795,ACETAMINOPHEN; CODEINE PHOSPHATE,PHENAPHEN W/ CODEINE NO. 2,7
3796,ACETAMINOPHEN; CODEINE PHOSPHATE,PHENAPHEN W/ CODEINE NO. 3,4
3797,ACETAMINOPHEN; CODEINE PHOSPHATE,PHENAPHEN W/ CODEINE NO. 4,21
3798,PHENDIMETRAZINE TARTRATE,PHENAZINE,5
3812,PHENOXYBENZAMINE HYDROCHLORIDE,PHENOXYBENZAMINE HYDROCHLORIDE,5
3814,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE,17
3878,PHENYLBUTAZONE,PHENYLBUTAZONE,30
3882,PHENYTOIN SODIUM,PHENYTEK,5
3884,PHENYTOIN SODIUM,PHENYTEX,12
3885,PHENYTOIN SODIUM,PHENYTOIN SODIUM,21
3888,CALCIUM ACETATE,PHOSLO,3
3890,CALCIUM ACETATE,PHOSLO GELCAPS,18
3891,ACETAMINOPHEN; BUTALBITAL,PHRENILIN FORTE,11
3892,ACETAMINOPHEN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE,PHRENILIN WITH CAFFEINE AND CODEINE,25
3893,PIROXICAM,PIROXICAM,13
3935,ETHCHLORVYNOL,PLACIDYL,20
3939,AMPICILLIN/AMPICILLIN TRIHYDRATE,POLYCILLIN,7
3941,POMALIDOMIDE,POMALYST,19
3945,MEFENAMIC ACID,PONSTEL,4
3946,DABIGATRAN ETEXILATE MESYLATE,PRADAXA,16
3949,PRAZEPAM,PRAZEPAM,25
3951,PRAZOSIN HYDROCHLORIDE,PRAZOSIN HYDROCHLORIDE,21
3975,PREGABALIN,PREGABALIN,20
4099,AMPICILLIN/AMPICILLIN TRIHYDRATE,PRINCIPEN,12
4103,AMPICILLIN/AMPICILLIN TRIHYDRATE,PRINCIPEN '250',3
4105,AMPICILLIN/AMPICILLIN TRIHYDRATE,PRINCIPEN '500',10
4107,AMPICILLIN/AMPICILLIN TRIHYDRATE; PROBENECID,PRINCIPEN W/ PROBENECID,21
4109,PROCAINAMIDE HYDROCHLORIDE,PROCAINAMIDE HYDROCHLORIDE,6
4135,PROCAINAMIDE HYDROCHLORIDE,PROCAN,6
4138,PROCAINAMIDE HYDROCHLORIDE,PROCAPAN,2
4139,NIFEDIPINE,PROCARDIA,19
4141,PROGESTERONE,PROGESTERONE,15
4155,DIAZOXIDE,PROGLYCEM,3
4157,TACROLIMUS,PROGRAF,9
4160,PROGESTERONE,PROMETRIUM,27
4163,PHENYTOIN SODIUM,PROMPT PHENYTOIN SODIUM,22
4165,PROCAINAMIDE HYDROCHLORIDE,PRONESTYL,8
4168,PROPOXYPHENE HYDROCHLORIDE,PROPHENE 65,26
4169,ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE,PROPOXYPHENE COMPOUND 65,11
4172,ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE,PROPOXYPHENE COMPOUND-65,22
4173,PROPOXYPHENE HYDROCHLORIDE,PROPOXYPHENE HYDROCHLORIDE,12
4199,PROPOXYPHENE HYDROCHLORIDE,PROPOXYPHENE HYDROCHLORIDE 65,18
4200,ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE,PROPOXYPHENE HYDROCHLORIDE W/ ASPIRIN AND CAFFEINE,28
4201,OXACILLIN SODIUM,PROSTAPHLIN,21
4202,ACETAMINOPHEN; CODEINE PHOSPHATE,PROVAL #3,15
4203,FLUOXETINE HYDROCHLORIDE,PROZAC,16
4207,BISMUTH SUBCITRATE POTASSIUM; METRONIDAZOLE; TETRACYCLINE HYDROCHLORIDE,PYLERA,11
4208,"UREA, C-14",PYTEST,8
4209,"UREA, C-14",PYTEST KIT,29
4210,QUININE SULFATE,QUALAQUIN,12
4211,CLIDINIUM BROMIDE,QUARZAN,13
4213,QUINIDINE SULFATE,QUINIDINE SULFATE,28
4214,QUININE SULFATE,QUININE SULFATE,3
4219,FERRIC HEXACYANOFERRATE(II),RADIOGARDASE (PRUSSIAN BLUE),9
4220,RAMIPRIL,RAMIPRIL,16
4274,RANITIDINE HYDROCHLORIDE,RANITIDINE HYDROCHLORIDE,1
4290,SILODOSIN,RAPAFLO,10
4292,RIBAVIRIN,REBETOL,10
4294,SEVELAMER HYDROCHLORIDE,RENAGEL,9
4295,TEMAZEPAM,RESTORIL,3
4299,TETRACYCLINE HYDROCHLORIDE,RETET,2
4301,ZIDOVUDINE,RETROVIR,16
4302,LENALIDOMIDE,REVLIMID,13
4308,ATAZANAVIR SULFATE,REYATAZ,3
4312,RIBAVIRIN,RIBASPHERE,12
4313,RIBAVIRIN,RIBAVIRIN,24
4317,AURANOFIN,RIDAURA,26
4318,RIFABUTIN,RIFABUTIN,11
4319,RIFAMPIN,RIFADIN,9
4321,ISONIAZID; RIFAMPIN,RIFAMATE,1
4322,RIFAMPIN,RIFAMPIN,14
4330,ISONIAZID; RIFAMPIN,RIFAMPIN AND ISONIAZID,11
4331,RIFAMPIN,RIMACTANE,20
4332,RIVASTIGMINE TARTRATE,RIVASTIGMINE TARTRATE,15
4372,TETRACYCLINE HYDROCHLORIDE,ROBITET,27
4374,CALCITRIOL,ROCALTROL,28
4376,METHACYCLINE HYDROCHLORIDE,RONDOMYCIN,8
4378,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE,ROXILOX,15
4379,ENTRECTINIB,ROZLYTREK,27
4381,MIDOSTAURIN,RYDAPT,12
4382,CYCLOSPORINE,SANDIMMUNE,10
4385,FLUOXETINE HYDROCHLORIDE,SARAFEM,25
4387,SECOBARBITAL SODIUM,SECOBARBITAL SODIUM,21
